Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Predicted Performance Index
7,49,Yes,8,9,42.04
2,88,Yes,5,6,65.39
3,61,Yes,6,3,40.66
7,65,Yes,6,7,56.96
9,48,No,5,3,43.51
4,70,No,5,4,51.79
2,63,Yes,5,8,40.33
6,48,No,7,4,36.09
6,62,Yes,4,8,50.27
5,75,Yes,9,6,62.68
6,93,Yes,5,5,81.72
8,67,No,7,9,62.14
8,96,No,8,3,90.97
5,81,No,7,9,67.81
7,81,Yes,9,6,74.51
6,56,Yes,7,0,44.05
6,63,No,9,9,53.32
5,54,Yes,6,2,39.06
9,83,No,7,3,80.11
6,59,Yes,6,5,47.6
9,43,No,7,7,40.18
9,44,Yes,4,4,39.74
9,92,Yes,9,4,91.04
3,47,No,7,3,26.3
1,61,Yes,7,6,36.01
8,81,Yes,9,4,76.98
5,61,No,4,7,45.6
7,49,No,9,0,40.16
6,54,No,4,7,41.33
6,47,Yes,8,4,36.16
5,70,No,7,8,56.42
7,61,No,8,5,52.87
4,47,No,4,8,28.68
7,43,No,8,2,33.96
8,69,No,6,0,61.92
1,57,No,6,3,30.27
1,92,Yes,4,6,66.11
1,68,No,8,1,42.05
6,83,No,5,0,69.96
8,46,Yes,8,8,41.65
3,90,No,5,9,70.28
8,95,No,9,4,90.63
4,63,No,4,8,44.97
2,58,No,9,7,36.4
9,98,Yes,7,4,96.17
2,89,No,6,9,66.89
7,95,Yes,6,5,87.11
7,67,Yes,7,6,59.29
1,80,Yes,5,4,53.99
5,93,No,4,2,77.19
8,73,No,5,4,66.29
1,49,No,7,9,23.79
5,80,No,8,9,67.28
6,65,No,7,7,53.99
8,69,Yes,9,4,64.76
5,59,Yes,9,0,45.21
4,47,Yes,9,8,31.71
4,99,Yes,6,1,81.81
5,54,Yes,6,6,39.84
7,44,No,6,6,34.79
6,74,No,6,9,63.06
5,96,No,4,1,80.05
9,78,No,9,3,75.99
3,73,Yes,4,6,52.49
4,99,No,9,5,83.46
7,54,Yes,8,6,46.54
1,95,Yes,6,6,70.14
9,40,No,9,3,37.31
1,67,No,9,4,42.11
9,40,Yes,5,3,35.96
9,90,No,7,3,87.24
9,80,No,7,8,78.04
7,51,No,4,0,39.76
6,44,Yes,8,0,32.32
2,53,No,6,5,29.45
9,87,Yes,8,5,85.66
8,75,Yes,6,1,68.82
2,54,Yes,8,1,31.25
6,58,Yes,9,8,48.63
1,44,No,5,5,16.94
2,82,No,9,2,59.84
3,78,No,9,3,58.83
9,44,No,9,9,42.56
9,91,No,7,0,87.66
3,75,No,7,4,55.0
3,57,Yes,5,6,36.69
9,68,No,8,2,65.13
5,44,Yes,5,3,28.59
7,64,Yes,6,8,56.14
9,49,Yes,8,9,47.76
7,63,No,9,6,55.59
2,89,Yes,4,3,65.33
5,60,No,9,0,45.63
6,64,No,5,5,51.61
2,86,No,6,5,63.04
9,83,Yes,6,5,80.61
8,89,Yes,8,2,84.24
8,62,Yes,6,1,55.59
3,52,No,7,4,31.58
7,70,Yes,4,4,60.49
1,80,No,9,0,54.55
5,95,No,8,8,82.35
5,89,No,6,0,73.7
1,77,Yes,7,4,51.91
7,61,No,8,0,51.89
1,54,No,9,6,29.27
1,42,Yes,8,9,17.75
6,93,Yes,8,1,82.39
6,45,No,8,2,33.13
6,65,Yes,5,4,53.02
3,40,No,8,8,20.64
6,58,No,7,4,46.27
3,46,No,7,7,26.07
8,59,No,8,7,54.09
5,69,Yes,6,3,54.52
7,70,No,9,4,62.32
9,57,No,4,1,51.79
4,80,Yes,5,1,61.98
3,40,Yes,7,9,20.95
3,98,No,6,5,78.12
3,61,Yes,8,6,42.22
7,55,No,4,3,44.42
9,41,No,6,9,38.05
1,94,Yes,9,9,71.17
2,65,Yes,9,5,43.72
8,44,No,7,8,38.53
3,73,No,8,1,52.86
8,89,Yes,6,0,82.87
6,64,Yes,8,8,54.25
9,87,Yes,7,2,84.58
5,93,Yes,4,9,79.16
5,69,Yes,8,5,55.89
8,90,Yes,4,1,83.11
7,90,Yes,6,8,82.61
2,69,Yes,5,2,45.26
5,50,No,7,3,35.07
5,53,No,7,9,39.31
2,55,No,9,1,32.16
8,89,Yes,4,6,83.08
3,43,Yes,6,5,22.73
9,93,No,8,9,91.96
8,53,Yes,8,0,47.2
2,44,No,5,0,18.82
5,70,No,5,6,55.05
2,94,No,9,5,72.65
1,49,No,6,8,23.11
1,66,Yes,5,9,40.72
3,55,No,9,0,34.82
5,69,No,9,9,56.57
9,60,No,8,8,58.17
3,84,No,9,0,64.34
5,98,Yes,6,5,84.44
5,93,No,7,5,79.24
8,93,No,4,6,86.56
8,69,No,7,0,62.41
8,65,No,8,7,60.2
2,68,No,6,4,44.52
7,64,Yes,8,6,56.72
9,65,No,7,8,62.77
2,76,No,6,1,52.08
2,73,No,7,8,50.89
9,42,No,5,9,38.58
4,97,Yes,9,3,81.63
3,93,Yes,9,1,74.3
5,44,Yes,7,5,29.95
2,88,Yes,8,5,66.65
9,47,Yes,4,2,42.4
3,80,No,8,8,61.36
2,52,Yes,8,2,29.41
9,95,No,5,6,91.94
4,58,No,6,0,39.28
3,67,Yes,5,1,45.88
1,71,Yes,6,0,44.52
2,93,No,8,4,70.95
4,42,Yes,7,2,24.47
9,71,Yes,8,9,70.16
8,47,No,6,2,39.92
4,53,No,6,8,35.76
9,95,No,6,0,91.25
3,68,No,9,0,48.06
7,81,No,6,8,72.85
5,97,No,6,4,82.63
6,57,Yes,8,6,46.73
2,42,No,8,8,19.82
2,77,No,5,7,53.79
4,48,No,6,8,30.67
6,79,Yes,4,2,66.39
5,82,Yes,4,7,67.57
4,47,Yes,7,0,29.16
6,88,Yes,7,6,77.8
7,68,No,6,9,59.81
2,40,No,5,1,14.94
5,60,No,8,4,45.94
2,48,Yes,6,7,25.35
7,95,No,7,2,86.41
9,81,No,6,8,78.57
5,61,Yes,6,1,45.98
7,48,Yes,6,3,38.87
9,47,Yes,4,0,42.01
9,81,Yes,7,9,79.85
2,75,Yes,8,2,52.82
8,83,Yes,4,0,75.79
3,76,Yes,7,4,56.61
1,69,No,8,5,43.85
6,64,No,6,3,51.7
2,80,No,9,2,57.81
7,48,No,8,9,40.43
1,41,No,7,3,14.47
6,43,No,5,5,30.23
6,53,Yes,4,4,40.32
8,52,No,4,1,43.84
8,63,No,9,0,57.27
6,71,No,9,8,61.27
1,96,No,8,0,70.35
8,92,No,5,5,85.83
5,70,No,5,3,54.46
3,51,No,5,7,30.18
2,64,Yes,6,9,42.03
6,86,Yes,4,2,73.52
4,90,Yes,8,3,74.01
1,47,Yes,9,3,22.14
8,82,Yes,9,6,78.39
2,45,Yes,6,3,21.51
7,82,Yes,9,7,75.73
4,92,No,4,8,74.49
9,77,No,7,0,73.41
6,76,No,6,4,64.11
3,41,Yes,6,1,19.9
3,74,No,9,5,55.15
7,85,Yes,7,5,77.41
7,92,Yes,8,0,84.04
3,87,No,9,5,68.38
9,46,Yes,4,4,41.78
8,61,No,4,6,53.98
4,71,Yes,8,9,55.85
3,98,Yes,8,3,79.3
5,66,No,5,3,50.39
6,99,Yes,8,5,89.29
3,83,No,5,5,62.36
5,90,Yes,5,9,76.6
2,81,Yes,5,9,58.85
2,48,No,9,9,26.61
9,73,No,7,0,69.34
1,48,Yes,6,9,22.88
2,54,No,5,7,30.38
5,47,No,8,4,32.7
6,97,No,7,0,85.19
8,58,No,9,6,53.36
1,81,No,5,2,54.02
8,47,No,7,7,41.39
8,57,Yes,6,0,50.3
9,74,No,9,9,73.1
7,67,No,9,9,60.26
5,85,Yes,6,1,70.42
4,86,No,6,9,69.55
8,93,No,5,8,87.44
1,90,No,7,5,64.74
1,64,No,8,5,38.76
5,96,Yes,5,7,82.31
5,42,Yes,6,3,27.04
9,89,Yes,5,3,85.84
4,99,No,4,9,81.81
3,74,Yes,9,6,55.94
4,58,Yes,4,5,39.88
7,90,Yes,7,5,82.5
8,82,No,8,3,76.72
1,85,No,9,6,60.82
7,47,No,5,3,36.77
9,46,Yes,8,3,43.53
7,40,Yes,6,4,30.92
9,64,No,9,7,62.53
1,72,Yes,4,1,44.77
1,44,No,9,1,18.1
4,44,No,5,6,25.72
9,56,Yes,7,4,53.42
7,92,No,9,9,85.71
7,97,No,8,4,89.32
5,47,No,8,1,32.11
6,73,Yes,7,9,63.12
5,79,No,8,0,64.49
9,40,Yes,5,0,35.37
3,68,No,6,7,47.98
3,75,No,4,2,53.14
7,76,Yes,6,8,68.36
6,68,No,4,5,55.19
3,44,No,6,3,22.76
5,71,Yes,4,6,56.18
2,91,Yes,7,1,68.43
6,63,No,9,8,53.13
8,58,No,8,1,51.89
1,51,No,8,7,25.92
7,73,Yes,6,8,65.3
2,46,No,4,0,20.37
3,42,Yes,5,6,21.42
8,77,No,7,6,71.73
9,89,No,6,3,85.73
4,89,Yes,6,2,71.82
7,93,Yes,5,4,84.39
9,44,No,4,0,38.36
7,69,No,7,1,59.74
4,65,No,4,7,46.81
3,93,Yes,6,5,73.63
2,86,No,6,2,62.45
6,60,Yes,7,6,49.3
9,43,No,4,6,38.52
8,40,No,8,3,33.96
4,56,No,6,6,38.42
6,90,Yes,5,2,78.08
9,98,No,8,5,96.26
5,73,No,8,6,59.56
9,84,Yes,6,2,81.04
6,45,No,4,2,31.19
7,46,No,7,4,36.92
2,52,Yes,4,1,27.27
2,90,Yes,7,0,67.21
6,56,Yes,7,1,44.24
6,76,Yes,9,6,66.56
2,95,No,6,8,72.8
1,93,Yes,5,3,67.02
4,63,Yes,8,5,46.92
9,92,No,7,0,88.68
4,84,Yes,6,4,67.13
1,62,Yes,5,0,34.88
8,42,No,8,8,36.98
3,54,Yes,6,6,34.12
6,88,Yes,6,4,76.92
7,97,Yes,5,9,89.44
7,45,No,4,6,34.84
8,62,No,5,1,54.5
9,83,Yes,6,8,81.2
3,84,No,8,3,64.45
4,93,Yes,6,9,77.28
9,84,No,8,5,82.01
7,42,Yes,6,8,33.74
1,42,Yes,5,8,16.09
9,99,Yes,8,1,97.08
1,54,Yes,5,1,26.93
7,47,No,7,6,38.33
8,92,No,5,0,84.85
9,92,No,8,6,90.35
6,57,No,4,0,43.01
7,69,Yes,8,8,62.2
6,42,No,7,8,30.78
9,45,Yes,4,9,41.74
7,77,Yes,7,4,69.07
1,82,Yes,4,4,55.54
1,57,Yes,6,6,31.45
5,95,No,6,4,80.59
3,66,Yes,6,9,46.93
2,79,Yes,4,5,55.54
5,68,Yes,6,2,53.31
2,94,No,4,5,70.21
6,85,Yes,4,0,72.11
5,66,Yes,5,4,51.18
6,72,Yes,5,1,59.56
4,72,No,6,4,54.32
5,83,No,6,5,68.57
7,40,Yes,7,9,32.39
5,89,Yes,7,1,74.97
8,73,No,9,7,68.83
9,64,Yes,6,3,60.88
3,54,Yes,6,6,34.12
1,82,Yes,9,6,58.36
8,89,No,8,7,84.63
1,94,Yes,6,4,68.73
9,98,Yes,9,3,96.95
6,89,No,7,7,78.42
9,91,Yes,5,3,87.87
5,49,Yes,4,5,33.58
6,60,Yes,9,3,49.68
9,54,No,8,1,50.68
9,95,Yes,5,0,91.36
6,44,No,9,0,32.21
6,64,Yes,4,3,51.32
6,95,Yes,8,4,85.02
2,61,Yes,9,0,38.67
7,64,Yes,7,0,55.05
1,48,No,4,0,19.54
9,66,Yes,5,3,62.43
3,58,No,5,8,37.51
3,77,No,8,6,57.91
4,54,Yes,6,8,37.38
2,84,Yes,4,8,61.22
7,44,No,6,7,34.99
2,63,Yes,5,0,38.75
2,94,Yes,8,0,71.77
5,98,No,6,1,83.05
8,67,Yes,4,3,60.1
8,51,Yes,4,6,44.4
6,77,Yes,8,9,67.68
1,83,Yes,9,0,58.2
7,99,No,8,7,91.95
3,84,No,9,3,64.94
2,75,No,9,9,54.1
1,45,No,9,6,20.1
8,77,No,8,5,72.02
2,98,No,8,7,76.63
1,46,No,4,7,18.89
4,95,No,5,6,77.64
4,62,No,7,4,44.62
8,91,Yes,4,6,85.12
9,54,No,9,3,51.56
7,57,No,5,2,46.75
5,59,Yes,6,8,45.33
1,85,No,9,6,60.82
8,88,No,7,2,82.14
4,71,No,5,5,53.01
2,93,No,7,4,70.46
2,60,Yes,8,7,38.54
1,96,No,9,5,71.82
3,88,No,9,0,68.42
9,69,Yes,4,4,65.19
9,93,Yes,8,3,91.37
5,98,No,8,5,84.82
6,64,No,9,9,54.34
7,77,No,8,3,68.77
8,91,No,9,5,86.76
9,96,No,7,0,92.75
9,96,No,7,8,94.33
6,54,Yes,8,1,42.69
7,91,No,9,3,83.5
2,83,Yes,6,2,59.99
9,74,Yes,8,2,71.83
4,91,No,4,9,73.67
4,40,Yes,6,7,22.93
5,73,No,6,0,57.41
3,52,Yes,5,7,31.8
8,97,Yes,5,2,90.92
5,48,No,8,8,34.51
2,89,Yes,9,4,67.96
1,49,No,7,3,22.61
4,95,Yes,6,4,78.33
2,87,No,6,9,64.85
1,48,No,8,2,21.88
7,92,Yes,4,0,82.09
1,42,No,4,7,14.81
2,69,No,8,8,47.3
1,83,No,7,4,57.42
1,49,Yes,9,9,25.36
4,57,No,4,3,37.88
9,85,Yes,4,0,80.69
9,57,Yes,7,2,54.04
2,73,Yes,5,6,50.12
2,62,No,5,1,37.34
2,92,No,8,5,70.13
5,40,No,6,5,24.8
8,77,No,8,9,72.81
5,78,Yes,4,1,62.32
5,46,Yes,7,8,32.58
2,57,No,6,1,32.74
9,43,No,4,7,38.72
4,91,No,6,7,74.25
6,48,Yes,6,6,36.6
7,47,Yes,9,6,39.9
8,57,No,6,1,49.9
8,81,No,4,5,74.15
6,85,Yes,7,0,73.57
3,65,No,5,8,44.63
9,79,No,9,2,76.81
2,61,No,5,6,37.31
3,83,Yes,4,8,63.06
5,86,Yes,7,6,72.91
2,60,No,4,3,35.21
8,87,Yes,9,1,82.49
5,65,Yes,6,5,50.84
1,75,Yes,8,2,49.96
3,54,No,7,6,34.01
8,99,Yes,6,3,93.64
6,70,Yes,7,3,58.89
1,86,Yes,7,3,60.87
4,73,No,4,8,55.15
1,41,No,4,3,13.01
3,81,No,6,3,60.42
5,69,No,8,1,54.51
5,47,No,4,7,31.35
4,91,Yes,4,3,73.08
3,46,No,7,4,25.48
5,51,No,7,7,36.88
4,97,No,6,3,79.57
8,58,Yes,7,4,52.59
8,67,Yes,9,5,62.92
5,53,No,9,2,38.9
4,53,Yes,9,8,37.82
3,45,Yes,7,4,25.05
2,53,No,4,4,28.28
9,52,Yes,5,4,48.37
1,66,Yes,6,3,40.03
1,74,Yes,8,0,48.55
2,41,No,9,5,18.7
3,87,No,6,3,66.53
9,40,No,4,0,34.29
6,77,No,7,0,64.83
4,90,No,5,9,73.14
8,84,No,9,5,79.63
9,63,No,9,7,61.51
7,49,No,6,0,38.7
3,74,Yes,8,7,55.65
6,46,No,5,3,32.89
2,74,No,6,2,50.24
7,56,Yes,7,8,48.48
5,54,No,9,4,40.32
8,51,No,7,8,45.66
3,62,Yes,6,6,42.27
7,65,Yes,4,8,56.18
9,44,Yes,5,6,40.62
7,70,No,4,8,60.68
7,93,No,6,8,85.07
5,45,Yes,7,4,30.78
6,84,Yes,9,2,73.92
4,47,Yes,9,9,31.91
7,87,Yes,4,7,78.38
9,96,Yes,7,4,94.13
5,54,No,5,3,38.17
9,43,Yes,8,6,41.06
9,76,Yes,4,0,71.53
3,49,No,6,0,27.26
9,45,Yes,7,4,42.22
3,43,Yes,8,4,23.5
9,93,Yes,5,2,89.71
6,95,No,5,6,83.36
2,79,Yes,7,9,57.79
8,65,No,8,3,59.41
1,81,No,6,6,55.29
8,52,No,5,0,44.13
1,61,Yes,7,9,36.6
2,88,No,5,1,63.81
6,44,Yes,5,1,31.05
9,77,Yes,7,5,74.99
2,50,No,4,1,24.64
4,77,Yes,8,6,61.37
8,83,Yes,4,2,76.19
7,64,Yes,8,0,55.54
8,91,No,8,4,86.08
6,54,Yes,6,6,42.7
3,56,No,9,7,37.22
1,42,No,9,2,16.26
7,91,Yes,4,9,82.85
2,77,Yes,5,0,53.01
8,40,No,7,0,32.88
6,46,Yes,4,1,32.6
7,65,Yes,6,3,56.17
6,78,Yes,6,3,66.55
3,94,No,9,0,74.52
9,66,No,4,2,61.15
5,87,Yes,7,0,72.74
4,49,Yes,6,1,30.91
6,58,Yes,9,9,48.83
2,55,No,8,1,31.67
6,67,No,5,5,54.66
2,60,Yes,6,5,37.17
7,47,No,6,7,38.04
9,49,No,9,4,46.67
8,49,No,4,0,40.59
5,72,No,5,7,57.28
8,95,Yes,6,2,89.38
3,92,No,4,4,70.84
6,63,Yes,9,6,53.33
7,75,Yes,5,1,65.47
5,70,Yes,4,6,55.16
8,56,No,9,4,50.93
9,98,Yes,8,9,97.64
7,87,Yes,8,2,79.34
9,47,Yes,9,8,46.02
6,71,Yes,4,7,59.23
9,86,Yes,6,9,84.45
5,77,Yes,5,8,63.16
9,93,Yes,8,6,91.96
1,51,Yes,5,2,24.07
7,67,No,5,2,56.93
9,94,No,9,5,92.67
9,95,No,5,1,90.96
6,96,No,6,3,84.27
8,42,No,8,4,36.2
4,58,Yes,4,7,40.28
5,49,No,6,6,34.16
8,69,No,5,7,62.81
4,99,No,5,3,81.12
4,63,Yes,9,1,46.62
8,65,No,4,8,58.45
6,75,Yes,4,0,61.93
6,99,Yes,8,7,89.68
6,87,Yes,6,6,76.3
1,63,Yes,8,3,37.94
5,54,Yes,5,1,38.37
9,90,Yes,9,8,89.79
9,40,No,5,7,36.15
1,61,Yes,9,3,36.4
8,90,Yes,7,5,85.36
1,79,Yes,4,3,52.29
8,94,No,7,4,88.64
3,88,No,9,8,69.99
3,94,Yes,7,5,75.13
8,60,No,4,6,52.97
4,77,Yes,7,5,60.69
2,61,Yes,5,3,37.31
4,93,Yes,8,8,78.05
6,82,Yes,9,3,72.08
6,41,No,4,1,26.92
5,96,No,7,0,81.31
7,57,No,7,7,48.71
4,87,No,8,5,70.76
6,64,Yes,7,4,52.98
5,98,Yes,6,3,84.04
4,61,Yes,7,1,43.61
9,54,No,5,3,49.61
4,84,Yes,9,2,68.19
8,95,Yes,8,9,91.73
9,80,No,9,2,77.83
8,45,Yes,6,1,38.28
7,50,No,6,9,41.49
3,77,No,8,4,57.52
9,47,Yes,9,1,44.64
3,83,No,8,4,63.63
6,97,Yes,5,9,86.58
6,42,No,8,1,29.88
2,52,No,6,0,27.45
2,88,No,5,4,64.4
1,55,No,6,2,28.04
6,52,No,4,1,38.12
9,98,Yes,8,1,96.07
7,56,No,9,5,48.27
6,70,Yes,4,4,57.62
6,54,Yes,4,1,40.75
4,59,Yes,4,7,41.3
1,76,Yes,9,7,52.45
4,43,Yes,6,3,25.19
8,87,No,5,8,81.33
4,87,No,5,0,68.31
3,84,Yes,9,4,65.73
8,41,No,8,5,35.37
2,57,No,9,6,35.18
1,88,No,9,8,64.27
3,47,Yes,4,5,25.83
3,41,No,9,6,21.75
1,68,No,5,9,42.16
4,66,Yes,5,4,48.32
2,73,No,4,0,47.85
7,56,Yes,9,4,48.67
1,62,No,6,6,35.95
3,72,Yes,5,2,51.17
1,51,No,7,3,24.65
6,78,Yes,7,3,67.03
9,54,Yes,8,6,52.26
3,40,No,6,1,18.29
4,83,Yes,4,6,65.53
2,96,No,7,5,73.71
1,73,No,5,6,46.66
7,56,Yes,6,5,47.4
8,99,Yes,6,1,93.25
8,85,No,5,1,77.92
8,40,No,7,3,33.48
1,96,Yes,4,2,69.39
1,80,Yes,7,0,54.17
9,90,No,6,9,87.93
6,86,Yes,6,1,74.29
2,52,No,6,0,27.45
1,98,Yes,9,6,74.65
5,92,No,5,9,78.04
7,49,No,5,4,39.0
2,41,Yes,7,4,18.12
3,49,Yes,4,0,26.88
3,79,No,9,3,59.85
8,64,Yes,6,1,57.62
2,47,Yes,6,3,23.54
2,60,Yes,8,0,37.16
8,61,Yes,8,7,56.72
7,84,No,7,9,76.59
5,66,Yes,5,4,51.18
5,81,No,8,0,66.53
9,96,Yes,8,9,95.61
3,47,No,4,2,24.64
4,95,Yes,5,6,78.23
1,57,No,4,6,29.89
4,81,Yes,9,8,66.32
3,92,No,5,0,70.54
3,71,No,5,3,49.75
8,67,No,9,4,62.13
3,94,Yes,5,4,73.96
7,71,Yes,8,8,64.24
8,79,Yes,6,0,72.69
9,47,No,8,8,44.93
6,74,No,7,6,62.96
8,60,Yes,7,1,54.04
1,86,Yes,6,1,59.99
3,73,No,9,9,54.92
6,55,No,4,6,42.15
9,43,No,7,9,40.57
9,73,Yes,6,5,70.43
9,85,No,8,7,83.42
8,50,Yes,5,6,43.87
2,52,No,8,4,29.21
2,64,No,5,4,39.97
6,57,No,7,5,45.45
2,89,Yes,4,0,64.73
9,69,No,9,9,68.01
7,85,Yes,9,7,78.78
9,93,Yes,4,4,89.62
6,48,Yes,8,1,36.59
9,89,No,7,6,86.81
8,80,No,5,1,72.83
8,92,Yes,5,5,86.43
3,64,No,9,9,45.76
8,79,No,8,5,74.06
2,42,No,6,1,17.47
3,43,Yes,6,7,23.12
5,71,No,4,4,55.19
7,73,Yes,5,9,65.01
6,66,No,5,8,54.23
9,93,Yes,4,4,89.62
2,78,Yes,5,3,54.61
5,77,Yes,4,5,62.09
6,57,No,8,4,45.74
1,75,No,7,6,49.67
9,60,Yes,9,7,59.05
2,69,No,9,0,46.21
6,73,Yes,9,6,63.51
8,47,No,5,8,40.61
5,67,No,8,9,54.05
7,55,No,5,3,44.91
1,87,No,8,2,61.58
8,75,No,7,6,69.7
5,52,Yes,5,1,36.34
7,75,No,6,7,66.55
8,64,No,6,8,58.41
7,92,No,8,3,84.04
3,56,Yes,4,8,35.58
3,97,Yes,7,2,77.59
1,69,Yes,8,6,44.64
5,97,No,7,2,82.72
5,82,No,8,3,68.13
8,76,No,6,0,69.04
4,42,Yes,7,2,24.47
5,76,No,9,3,62.51
5,57,Yes,4,5,41.73
7,72,Yes,8,6,64.86
6,54,Yes,5,6,42.22
3,94,No,9,4,75.31
8,71,Yes,5,9,65.84
8,58,Yes,9,1,52.97
1,95,Yes,8,1,70.13
3,59,No,7,7,39.3
9,92,No,7,6,89.86
5,50,No,9,7,36.83
8,95,Yes,4,6,89.19
2,50,No,6,2,25.81
9,83,Yes,6,3,80.22
9,55,Yes,6,1,51.32
2,94,Yes,5,0,70.31
1,66,Yes,8,0,40.41
9,55,Yes,7,4,52.4
6,98,Yes,6,4,87.1
6,98,No,7,7,87.58
2,99,No,4,9,76.09
7,91,No,7,0,81.94
2,85,No,8,6,63.2
6,73,No,9,3,62.32
9,53,Yes,6,9,50.86
1,59,Yes,5,4,32.61
3,80,No,4,1,58.04
2,77,No,7,8,54.96
8,42,Yes,6,8,36.61
3,80,No,4,2,58.23
5,93,Yes,8,6,80.52
1,74,Yes,7,0,48.06
6,68,No,5,5,55.68
5,56,Yes,4,2,40.12
5,54,No,6,3,38.66
9,60,No,5,4,55.92
2,90,No,9,0,67.59
2,67,Yes,6,9,45.09
3,60,Yes,5,1,38.76
9,99,No,8,0,96.29
4,91,No,9,9,76.1
4,78,Yes,7,3,61.31
6,81,Yes,4,7,69.41
5,75,No,7,6,61.11
3,65,No,5,0,43.06
9,65,No,5,1,60.42
3,63,Yes,4,9,42.9
3,51,Yes,4,1,29.11
2,47,No,9,1,24.02
7,93,Yes,6,1,84.28
4,48,No,7,4,30.37
3,87,Yes,8,3,68.1
2,63,No,4,3,38.26
9,55,Yes,6,3,51.71
7,49,Yes,6,5,40.28
2,44,No,9,5,21.75
7,54,Yes,5,3,44.49
8,59,Yes,5,7,53.23
2,41,Yes,8,3,18.41
6,55,Yes,9,2,44.4
9,73,No,6,1,69.05
6,63,Yes,4,8,51.29
1,67,Yes,4,7,40.86
6,76,Yes,4,6,64.13
2,88,Yes,4,8,65.29
3,75,Yes,6,1,54.51
6,68,Yes,6,4,56.56
9,87,No,4,1,82.33
3,70,Yes,5,2,49.13
3,46,Yes,4,6,25.01
8,81,No,7,9,76.39
7,49,Yes,6,4,40.08
6,73,No,7,4,61.54
7,48,Yes,9,8,41.31
1,76,Yes,7,1,50.3
9,92,Yes,5,3,88.89
7,42,Yes,5,3,32.27
6,53,Yes,5,7,41.4
7,89,Yes,9,2,81.87
1,97,No,5,4,70.7
2,67,No,8,7,45.07
1,48,No,7,2,21.4
4,90,Yes,4,8,73.05
6,73,Yes,8,1,62.03
1,58,Yes,6,3,31.88
3,57,No,7,6,37.07
1,63,No,9,1,37.44
7,47,No,7,1,37.35
7,67,No,9,1,58.68
8,45,Yes,7,5,39.55
4,88,No,9,0,71.28
7,44,No,5,4,33.91
7,54,No,5,9,45.08
3,54,No,8,3,33.91
3,67,No,7,9,47.84
3,62,No,4,4,40.3
4,48,No,7,0,29.58
8,69,No,4,6,62.13
9,55,Yes,4,2,50.54
3,40,No,7,6,19.76
9,98,Yes,9,1,96.55
9,57,No,5,0,52.08
9,97,Yes,9,1,95.54
7,88,No,8,2,79.77
2,84,Yes,8,6,62.77
4,60,Yes,4,8,42.51
8,85,No,5,8,79.3
2,85,No,7,7,62.91
7,64,Yes,4,7,54.97
3,85,No,8,0,64.88
4,56,Yes,5,0,37.35
3,85,No,8,0,64.88
5,84,Yes,5,9,70.49
4,93,Yes,7,1,76.19
8,43,No,5,5,35.95
6,86,Yes,4,4,73.91
9,63,Yes,8,7,61.62
2,62,No,8,9,40.38
8,70,No,8,5,64.9
7,52,No,8,1,42.92
3,46,Yes,9,9,28.03
1,83,Yes,6,9,58.51
9,67,Yes,6,7,64.72
9,57,No,8,3,54.13
5,40,Yes,4,5,24.42
6,89,Yes,7,8,79.21
5,90,No,5,1,74.42
7,72,No,4,3,61.73
1,92,No,8,0,66.28
6,44,No,6,7,32.13
9,79,No,6,5,75.94
9,52,No,9,5,49.92
7,81,Yes,8,7,74.22
4,82,Yes,8,8,66.85
3,56,Yes,7,9,37.24
7,74,No,9,1,65.81
3,74,Yes,4,1,52.52
2,57,Yes,7,1,33.82
6,89,Yes,7,0,77.64
1,85,Yes,5,2,58.68
6,66,Yes,4,4,53.55
9,40,No,5,8,36.35
2,60,No,4,5,35.6
5,88,No,6,9,74.45
4,64,No,9,1,47.04
9,96,No,8,3,93.83
4,41,Yes,8,7,24.92
2,87,No,9,5,65.52
5,99,Yes,9,3,86.52
6,93,Yes,8,2,82.59
5,53,Yes,6,3,38.23
4,89,No,7,8,72.9
9,41,Yes,6,2,37.27
6,73,Yes,6,2,61.26
3,74,No,7,3,53.78
6,93,No,6,7,82.01
8,54,Yes,5,9,48.53
9,51,No,9,0,47.92
3,92,No,7,9,73.29
2,77,Yes,8,6,55.65
4,81,Yes,7,0,63.77
2,42,No,9,2,19.12
1,69,Yes,5,1,42.2
6,55,No,5,1,41.66
3,97,Yes,9,0,78.17
1,67,Yes,7,7,42.32
3,84,Yes,5,3,63.58
7,57,Yes,5,1,47.15
6,69,Yes,6,5,57.78
3,41,No,8,7,21.46
5,99,Yes,7,4,85.75
7,93,Yes,7,8,86.15
6,94,Yes,9,2,84.1
2,62,No,4,9,38.43
6,80,No,8,4,69.16
8,85,No,6,0,78.21
3,81,No,9,9,63.06
5,66,No,7,5,51.75
8,74,Yes,8,1,68.77
5,46,No,5,9,31.21
3,97,Yes,6,0,76.71
6,90,Yes,6,8,79.75
5,50,No,5,5,34.49
5,49,No,7,5,34.45
6,60,No,6,1,47.23
3,98,No,8,1,78.31
5,75,No,8,7,61.8
3,68,Yes,5,3,47.3
4,49,No,4,6,30.32
4,94,No,5,1,75.63
4,79,No,5,6,61.35
8,52,Yes,6,9,46.98
3,61,No,8,6,41.63
4,77,No,7,1,59.3
7,84,No,7,0,74.81
1,97,Yes,9,8,74.03
2,61,Yes,5,1,36.92
2,70,Yes,4,1,45.59
5,47,No,4,9,31.74
